InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
579458,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-29 14:38:00,4.95,16549,United Kingdom,4.95
575324,23398,HANGING HEART BONHEUR,12,2011-11-09 13:45:00,0.85,14240,United Kingdom,10.2
581020,23242,TREASURE TIN BUFFALO BILL ,48,2011-12-07 10:12:00,1.85,17511,United Kingdom,88.80000000000001
567850,23188,VINTAGE  2 METER FOLDING RULER,12,2011-09-22 13:18:00,1.65,15067,United Kingdom,19.799999999999997
568346,22077,6 RIBBONS RUSTIC CHARM,6,2011-09-26 15:28:00,3.29,14096,United Kingdom,19.740000000000002
570229,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-10-09 13:30:00,4.95,15756,United Kingdom,4.95
537852,22197,SMALL POPCORN HOLDER,13,2010-12-08 15:56:00,0.85,17340,United Kingdom,11.049999999999999
572762,22960,JAM MAKING SET WITH JARS,6,2011-10-26 09:50:00,4.25,15240,United Kingdom,25.5
542629,22629,SPACEBOY LUNCH BOX ,24,2011-01-31 09:57:00,1.95,12731,France,46.8
547387,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-03-22 16:00:00,1.95,12539,Spain,19.5
565431,23196,VINTAGE LEAF MAGNETIC NOTEPAD,5,2011-09-04 13:15:00,1.45,14965,United Kingdom,7.25
564093,22770,MIRROR CORNICE,2,2011-08-23 10:29:00,14.95,14930,Channel Islands,29.9
574591,23531,WALL ART BIG LOVE ,3,2011-11-06 10:47:00,6.95,15745,United Kingdom,20.85
542103,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-01-25 13:26:00,1.25,13198,United Kingdom,30.0
567092,22083,PAPER CHAIN KIT RETROSPOT,6,2011-09-16 12:48:00,2.95,13196,United Kingdom,17.700000000000003
575059,23333,IVORY WICKER HEART MEDIUM,1,2011-11-08 12:25:00,1.25,14071,United Kingdom,1.25
568591,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-28 10:39:00,2.08,17088,United Kingdom,20.8
567288,21154,RED RETROSPOT OVEN GLOVE ,2,2011-09-19 11:49:00,1.25,16906,United Kingdom,2.5
577038,23266,SET OF 3 WOODEN STOCKING DECORATION,6,2011-11-17 13:30:00,1.25,14796,United Kingdom,7.5
540093,22117,METAL SIGN HER DINNER IS SERVED ,2,2011-01-04 15:24:00,2.95,16725,United Kingdom,5.9
569246,84915,HAND TOWEL PINK FLOWER AND DAISY,1,2011-10-03 09:57:00,4.13,14096,United Kingdom,4.13
536531,22727,ALARM CLOCK BAKELIKE RED ,9,2010-12-01 13:23:00,3.75,15485,United Kingdom,33.75
564489,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-08-25 14:13:00,4.15,15950,United Kingdom,16.6
541596,72741,GRAND CHOCOLATECANDLE,9,2011-01-19 16:19:00,1.45,17602,United Kingdom,13.049999999999999
554094,85169C,EAU DE NIL LOVE BIRD CANDLE,1,2011-05-22 12:49:00,1.25,15716,United Kingdom,1.25
559330,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-07-07 15:44:00,3.29,17696,United Kingdom,13.16
552658,22778,GLASS CLOCHE SMALL,1,2011-05-10 14:57:00,3.95,14534,United Kingdom,3.95
539103,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,24,2010-12-16 10:38:00,2.55,16985,United Kingdom,61.199999999999996
569037,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-09-30 10:45:00,2.95,13263,United Kingdom,8.850000000000001
543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2011-02-08 14:34:00,1.25,16713,United Kingdom,15.0
556828,23321,SMALL WHITE HEART OF WICKER,3,2011-06-15 10:39:00,1.65,17284,United Kingdom,4.949999999999999
543166,22846,BREAD BIN DINER STYLE RED ,1,2011-02-04 08:27:00,16.95,13488,United Kingdom,16.95
550467,85200,BUNNY EGG BOX,2,2011-04-18 13:36:00,1.25,18009,United Kingdom,2.5
562454,84510C,SET OF 4 POLKADOT COASTERS,10,2011-08-05 10:31:00,1.25,15128,United Kingdom,12.5
566018,21533,RETROSPOT LARGE MILK JUG,2,2011-09-08 12:42:00,4.95,13137,United Kingdom,9.9
546753,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2011-03-16 13:00:00,3.75,16383,United Kingdom,7.5
566572,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-09-13 12:52:00,1.65,13488,United Kingdom,19.799999999999997
573336,20983,12 PENCILS TALL TUBE RED RETROSPOT,4,2011-10-30 11:37:00,0.85,17372,United Kingdom,3.4
572335,22865,HAND WARMER OWL DESIGN,12,2011-10-24 10:27:00,2.1,14493,United Kingdom,25.200000000000003
553341,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-16 12:25:00,2.95,16293,United Kingdom,17.700000000000003
554098,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-05-22 13:01:00,1.25,14769,United Kingdom,7.5
562371,22627,MINT KITCHEN SCALES,2,2011-08-04 14:30:00,8.5,13709,United Kingdom,17.0
575087,21790,VINTAGE SNAP CARDS,1,2011-11-08 13:57:00,0.85,16549,United Kingdom,0.85
573388,23286,BLUE VINTAGE SPOT BEAKER,8,2011-10-30 14:44:00,0.85,14895,United Kingdom,6.8
549845,23000,TRAVEL CARD WALLET TRANSPORT,11,2011-04-12 14:22:00,0.42,16729,United Kingdom,4.62
572457,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-10-24 12:44:00,2.08,12594,Italy,20.8
563229,21135,VICTORIAN  METAL POSTCARD SPRING,1,2011-08-14 15:35:00,1.69,17988,United Kingdom,1.69
554157,20728,LUNCH BAG CARS BLUE,2,2011-05-23 11:33:00,1.65,18283,United Kingdom,3.3
563557,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-08-17 13:33:00,1.65,15786,United Kingdom,19.799999999999997
553739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-19 09:23:00,2.95,14895,United Kingdom,17.700000000000003
565665,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-09-05 17:44:00,1.45,15856,United Kingdom,5.8
554261,21889,WOODEN BOX OF DOMINOES,1,2011-05-23 12:32:00,1.25,16033,United Kingdom,1.25
574841,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-11-07 11:42:00,5.95,14156,EIRE,17.85
552779,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-05-11 12:13:00,3.75,13013,United Kingdom,15.0
572058,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-10-20 12:43:00,8.25,18252,United Kingdom,8.25
580884,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,2011-12-06 12:21:00,0.29,15907,United Kingdom,1.7399999999999998
543812,21790,VINTAGE SNAP CARDS,1,2011-02-13 14:40:00,0.85,17472,United Kingdom,0.85
580672,22541,MINI JIGSAW LEAP FROG,3,2011-12-05 14:29:00,0.19,17920,United Kingdom,0.5700000000000001
576213,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3,2011-11-14 12:47:00,0.29,18117,United Kingdom,0.8699999999999999
571676,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,2011-10-18 13:29:00,0.29,16910,United Kingdom,0.58
557136,21441,BLUE BIRDHOUSE DECORATION,12,2011-06-17 09:23:00,0.85,14911,EIRE,10.2
559032,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-05 14:53:00,2.08,17511,United Kingdom,12.48
546254,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-03-10 14:45:00,1.25,14727,United Kingdom,15.0
579559,21899,GARAGE KEY FOB,1,2011-11-30 11:30:00,0.65,16764,United Kingdom,0.65
568877,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,10,2011-09-29 12:31:00,2.95,14680,United Kingdom,29.5
548740,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-04-04 11:34:00,2.95,13319,United Kingdom,17.700000000000003
566171,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-09-09 12:22:00,8.5,18118,United Kingdom,8.5
577337,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-18 14:51:00,3.75,15494,United Kingdom,3.75
564322,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-08-24 13:23:00,0.72,13694,United Kingdom,72.0
560078,21116,OWL DOORSTOP,3,2011-07-14 16:12:00,4.95,16040,United Kingdom,14.850000000000001
579124,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-11-28 12:14:00,1.45,15721,United Kingdom,1.45
537769,22834,HAND WARMER BABUSHKA DESIGN,1,2010-12-08 12:17:00,2.1,15021,United Kingdom,2.1
572858,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-10-26 12:36:00,2.95,13571,United Kingdom,5.9
555835,21061,PARTY INVITES FOOTBALL,1,2011-06-07 12:34:00,0.85,14525,United Kingdom,0.85
572837,23221,REINDEER HEART DECORATION SILVER,12,2011-10-26 12:01:00,0.83,14754,United Kingdom,9.959999999999999
560285,22348,TEA BAG PLATE RED RETROSPOT,12,2011-07-18 09:21:00,0.85,14944,United Kingdom,10.2
571654,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-10-18 12:17:00,5.95,18118,United Kingdom,5.95
555515,23283,DOORMAT VINTAGE LEAVES DESIGN ,5,2011-06-05 10:47:00,7.95,17690,United Kingdom,39.75
568701,20719,WOODLAND CHARLOTTE BAG,10,2011-09-28 15:07:00,0.85,13924,United Kingdom,8.5
572513,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2011-10-24 14:36:00,0.85,16728,United Kingdom,0.85
565851,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-09-07 13:06:00,0.95,14911,EIRE,11.399999999999999
574470,23508,MINI PLAYING CARDS DOLLY GIRL ,6,2011-11-04 11:56:00,0.42,12748,United Kingdom,2.52
544271,21245,GREEN POLKADOT PLATE ,8,2011-02-17 11:46:00,1.69,17083,United Kingdom,13.52
576099,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-11-14 10:28:00,2.08,13021,United Kingdom,12.48
546383,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-11 12:54:00,1.25,13654,United Kingdom,15.0
566495,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-09-13 11:14:00,3.75,15529,United Kingdom,7.5
544461,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2011-02-20 14:08:00,1.25,13744,United Kingdom,30.0
567303,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-09-19 13:20:00,1.25,17613,United Kingdom,15.0
565235,22709,WRAP WEDDING DAY,25,2011-09-02 09:43:00,0.42,13418,United Kingdom,10.5
561056,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2011-07-24 13:17:00,1.45,13477,United Kingdom,17.4
546538,82580,BATHROOM METAL SIGN,12,2011-03-14 14:51:00,0.55,16327,United Kingdom,6.6000000000000005
576339,84859C,PINK DISCO HANDBAG,1,2011-11-14 15:27:00,4.13,14096,United Kingdom,4.13
551342,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-04-28 08:34:00,0.65,16099,United Kingdom,15.600000000000001
540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-05 15:56:00,2.95,15464,United Kingdom,8.850000000000001
578026,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-11-22 13:29:00,0.85,17659,United Kingdom,8.5
576189,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-11-14 11:33:00,1.95,14684,United Kingdom,3.9
578354,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-24 10:12:00,4.95,17139,United Kingdom,19.8
577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-11-21 10:02:00,3.75,14911,EIRE,15.0
574741,22197,POPCORN HOLDER,8,2011-11-06 16:13:00,0.85,15993,United Kingdom,6.8
559112,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-07-06 11:59:00,2.95,17315,United Kingdom,5.9
566010,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-09-08 12:05:00,4.95,13700,United Kingdom,9.9
571214,23002,TRAVEL CARD WALLET SKULLS,11,2011-10-14 12:56:00,0.42,14390,United Kingdom,4.62
575628,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-10 13:31:00,6.95,12844,United Kingdom,6.95
552182,22848,BREAD BIN DINER STYLE PINK,1,2011-05-06 13:38:00,16.95,14180,United Kingdom,16.95
571318,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-10-17 10:50:00,4.95,17404,Sweden,118.80000000000001
559329,22993,SET OF 4 PANTRY JELLY MOULDS,36,2011-07-07 15:41:00,1.25,15241,United Kingdom,45.0
576217,23100,SILVER BELLS TABLE DECORATION,1,2011-11-14 12:56:00,1.25,17081,United Kingdom,1.25
570333,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-10-10 12:19:00,1.69,18126,United Kingdom,1.69
537351,21219,SET/4 BADGES BALLOON GIRL,10,2010-12-06 12:23:00,1.25,16898,United Kingdom,12.5
560555,20984,12 PENCILS TALL TUBE POSY,2,2011-07-19 13:01:00,0.29,14178,United Kingdom,0.58
562282,23232,WRAP VINTAGE LEAF DESIGN,50,2011-08-04 10:38:00,0.42,13098,United Kingdom,21.0
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-01 14:03:00,7.95,15165,United Kingdom,15.9
574336,23389,SPACEBOY MINI BACKPACK,4,2011-11-04 09:52:00,4.15,12397,Belgium,16.6
562688,20728,LUNCH BAG CARS BLUE,4,2011-08-08 13:53:00,1.65,13869,United Kingdom,6.6
562199,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-08-03 12:20:00,1.25,12748,United Kingdom,2.5
568137,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-09-25 10:34:00,1.65,12488,France,39.599999999999994
575066,23487,SWEET HEART CAKE CARRIER,1,2011-11-08 12:42:00,9.95,13668,United Kingdom,9.95
559807,23160,REGENCY TEA SPOON,1,2011-07-12 14:48:00,1.25,17841,United Kingdom,1.25
565409,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-09-04 11:15:00,1.25,16761,United Kingdom,30.0
575219,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,2011-11-09 11:17:00,0.36,17511,United Kingdom,25.919999999999998
548470,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-03-31 12:36:00,4.95,12782,Portugal,59.400000000000006
569326,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2011-10-03 12:47:00,8.5,14360,United Kingdom,68.0
569246,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-10-03 09:57:00,2.92,14096,United Kingdom,2.92
550130,90185C,BLACK DIAMANTE EXPANDABLE RING,6,2011-04-14 13:17:00,4.25,14390,United Kingdom,25.5
554507,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-05-24 15:29:00,1.65,15513,United Kingdom,19.799999999999997
572703,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-10-25 14:35:00,1.65,16110,United Kingdom,1.65
549844,21899,"KEY FOB , GARAGE DESIGN",7,2011-04-12 14:17:00,0.65,12854,United Kingdom,4.55
560366,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2011-07-18 12:19:00,4.25,16859,United Kingdom,17.0
537395,21175,GIN + TONIC DIET METAL SIGN,2,2010-12-06 14:05:00,2.1,15356,United Kingdom,4.2
541265,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-01-16 16:23:00,1.95,17609,United Kingdom,3.9
566276,22705,WRAP GREEN PEARS ,25,2011-09-11 14:00:00,0.42,13450,United Kingdom,10.5
558111,23091,ZINC HERB GARDEN CONTAINER,1,2011-06-26 16:06:00,6.25,17114,United Kingdom,6.25
578953,20752,BLUE POLKADOT WASHING UP GLOVES,2,2011-11-27 14:50:00,2.1,13546,United Kingdom,4.2
538999,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-15 12:09:00,10.95,16003,United Kingdom,175.2
574721,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-11-06 14:43:00,2.08,17920,United Kingdom,2.08
555106,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-31 14:14:00,0.42,12790,Netherlands,10.08
566451,22896,PEG BAG APPLES DESIGN,3,2011-09-12 16:14:00,2.55,18069,United Kingdom,7.6499999999999995
570223,23209,LUNCH BAG VINTAGE DOILY ,2,2011-10-09 13:11:00,1.65,15787,United Kingdom,3.3
571065,21213,PACK OF 72 SKULL CAKE CASES,24,2011-10-13 14:59:00,0.55,12613,Germany,13.200000000000001
554075,21789,KIDS RAIN MAC PINK,24,2011-05-22 11:29:00,0.85,16038,United Kingdom,20.4
565397,22937,BAKING MOULD CHOCOLATE CUPCAKES,1,2011-09-02 16:43:00,2.55,14171,United Kingdom,2.55
547881,21993,FLORAL FOLK STATIONERY SET,1,2011-03-27 16:08:00,2.95,13110,United Kingdom,2.95
548714,22429,ENAMEL MEASURING JUG CREAM,1,2011-04-03 15:07:00,4.25,17337,United Kingdom,4.25
572061,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-10-20 12:53:00,0.85,12474,Germany,10.2
571441,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-10-17 13:31:00,0.83,14096,United Kingdom,0.83
541596,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-01-19 16:19:00,0.55,17602,United Kingdom,0.55
580399,48111,DOORMAT 3 SMILEY CATS,1,2011-12-04 11:45:00,8.25,13471,United Kingdom,8.25
545085,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-02-28 11:19:00,1.25,15039,United Kingdom,30.0
571937,21636,MADRAS NOTEBOOK MEDIUM,12,2011-10-20 09:28:00,0.75,14911,EIRE,9.0
540163,16161P,WRAP ENGLISH ROSE ,25,2011-01-05 11:52:00,0.42,13089,United Kingdom,10.5
570292,23533,WALL ART GARDEN HAVEN ,3,2011-10-10 11:59:00,5.95,13418,United Kingdom,17.85
551868,23231,WRAP DOILEY DESIGN,25,2011-05-04 16:29:00,0.42,12540,Spain,10.5
552852,22979,PANTRY WASHING UP BRUSH,6,2011-05-11 15:08:00,1.45,16712,United Kingdom,8.7
549293,21463,MIRRORED DISCO BALL ,1,2011-04-07 19:16:00,5.95,17883,United Kingdom,5.95
543197,22929,SCHOOL DESK AND CHAIR ,1,2011-02-04 12:36:00,65.0,12842,United Kingdom,65.0
544074,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-15 14:49:00,1.25,14156,EIRE,15.0
555573,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-06-05 15:46:00,0.42,15349,United Kingdom,5.04
563430,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,8,2011-08-16 11:50:00,4.95,14918,United Kingdom,39.6
562542,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-08-05 15:40:00,0.42,17377,United Kingdom,5.04
574962,22161,HEART DECORATION RUSTIC HANGING ,24,2011-11-08 10:26:00,0.19,15194,United Kingdom,4.5600000000000005
545575,22061,LARGE CAKE STAND  HANGING STRAWBERY,6,2011-03-03 18:28:00,9.95,13014,United Kingdom,59.699999999999996
571747,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-19 10:59:00,1.25,13849,United Kingdom,15.0
570197,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,2011-10-07 15:45:00,0.85,13755,United Kingdom,0.85
567462,21888,BINGO SET,1,2011-09-20 12:35:00,3.75,14446,United Kingdom,3.75
560863,75049L,LARGE CIRCULAR MIRROR MOBILE,2,2011-07-21 13:53:00,1.25,12748,United Kingdom,2.5
543631,22893,MINI CAKE STAND T-LIGHT HOLDER,12,2011-02-10 16:17:00,0.42,14081,United Kingdom,5.04
575298,23203,JUMBO BAG VINTAGE DOILY ,5,2011-11-09 12:29:00,2.08,17841,United Kingdom,10.4
552829,23067,HANGING ENGRAVED METAL HEART,4,2011-05-11 13:42:00,4.15,12748,United Kingdom,16.6
576087,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-14 08:31:00,0.85,12689,France,8.5
580208,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-12-02 12:07:00,1.55,13468,United Kingdom,6.2
544161,20728,LUNCH BAG CARS BLUE,10,2011-02-16 12:59:00,1.65,16875,United Kingdom,16.5
564848,23033,DRAWER KNOB CERAMIC RED,6,2011-08-30 15:37:00,1.45,16928,United Kingdom,8.7
555344,22757,LARGE RED BABUSHKA NOTEBOOK ,1,2011-06-02 11:45:00,1.25,15311,United Kingdom,1.25
570086,22619,SET OF 6 SOLDIER SKITTLES,8,2011-10-07 11:22:00,3.75,17086,United Kingdom,30.0
552318,84692,BOX OF 24 COCKTAIL PARASOLS,4,2011-05-08 16:13:00,0.42,17231,United Kingdom,1.68
543737,22366,DOORMAT AIRMAIL ,8,2011-02-11 12:45:00,7.95,12477,Germany,63.6
545430,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-03-02 14:50:00,2.95,15636,United Kingdom,35.400000000000006
550955,21914,BLUE HARMONICA IN BOX ,12,2011-04-21 16:26:00,1.25,14189,United Kingdom,15.0
545901,22291,HANGING CHICK CREAM DECORATION,2,2011-03-07 17:52:00,1.45,15834,United Kingdom,2.9
580065,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-01 13:33:00,4.95,15434,United Kingdom,19.8
551271,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-04-27 12:39:00,0.42,17187,United Kingdom,10.5
542944,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2011-02-02 11:14:00,0.65,17560,United Kingdom,20.8
547651,22432,WATERING CAN PINK BUNNY,3,2011-03-24 12:11:00,1.95,16904,United Kingdom,5.85
540566,22813,PACK 3 BOXES BIRD PANNETONE ,2,2011-01-10 10:58:00,1.95,17811,United Kingdom,3.9
547070,22261,FELT EGG COSY WHITE RABBIT ,1,2011-03-20 13:58:00,0.85,16115,United Kingdom,0.85
566082,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-09-09 10:09:00,0.62,16293,United Kingdom,7.4399999999999995
561873,22147,FELTCRAFT BUTTERFLY HEARTS,40,2011-07-31 11:48:00,1.25,13316,United Kingdom,50.0
562517,21990,MODERN FLORAL STATIONERY SET,2,2011-08-05 12:27:00,1.25,15719,United Kingdom,2.5
540839,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,2011-01-11 15:42:00,4.25,16791,United Kingdom,4.25
560048,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-07-14 15:02:00,0.29,13515,United Kingdom,6.959999999999999
581133,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-12-07 12:55:00,1.65,14904,United Kingdom,16.5
553734,23109,LED TEA LIGHTS,6,2011-05-19 08:31:00,2.89,14735,United Kingdom,17.34
579167,22914,BLUE COAT RACK PARIS FASHION,2,2011-11-28 14:06:00,4.95,16800,United Kingdom,9.9
560491,23236,DOILEY STORAGE TIN,1,2011-07-19 10:51:00,2.89,12415,Australia,2.89
564901,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-08-31 11:40:00,0.59,15690,United Kingdom,7.08
545183,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-02-28 14:59:00,7.95,15570,United Kingdom,15.9
571441,22559,SEASIDE FLYING DISC,2,2011-10-17 13:31:00,2.46,14096,United Kingdom,4.92
576910,15044A,PINK PAPER PARASOL ,6,2011-11-17 09:51:00,2.95,12477,Germany,17.700000000000003
575851,23350,ROLL WRAP VINTAGE SPOT ,1,2011-11-11 12:13:00,1.25,14662,United Kingdom,1.25
578681,22469,HEART OF WICKER SMALL,12,2011-11-25 08:41:00,1.65,13579,United Kingdom,19.799999999999997
556529,21039,RED RETROSPOT SHOPPING BAG,6,2011-06-13 11:41:00,2.55,12714,France,15.299999999999999
541670,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,2011-01-20 12:34:00,2.55,14911,EIRE,122.39999999999999
560368,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-07-18 12:25:00,0.42,17841,United Kingdom,0.42
559254,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,2011-07-07 11:56:00,1.65,16814,United Kingdom,19.799999999999997
539722,22654,DELUXE SEWING KIT ,3,2010-12-21 13:45:00,5.95,14911,EIRE,17.85
569815,85099B,JUMBO BAG RED RETROSPOT,1000,2011-10-06 11:53:00,1.79,15838,United Kingdom,1790.0
576099,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-11-14 10:28:00,0.55,13021,United Kingdom,13.200000000000001
568183,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-09-25 13:47:00,0.29,13991,United Kingdom,6.959999999999999
561873,22568,FELTCRAFT CUSHION OWL,24,2011-07-31 11:48:00,3.39,13316,United Kingdom,81.36
572465,22768,FAMILY PHOTO FRAME CORNICE,2,2011-10-24 13:26:00,9.95,14474,United Kingdom,19.9
563557,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-08-17 13:33:00,1.65,15786,United Kingdom,19.799999999999997
564565,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-08-26 10:50:00,0.55,14911,EIRE,13.200000000000001
578074,23333,IVORY WICKER HEART MEDIUM,3,2011-11-22 16:06:00,1.25,17590,United Kingdom,3.75
581412,23153,ZINC SWEETHEART WIRE LETTER RACK,2,2011-12-08 14:38:00,3.75,14415,United Kingdom,7.5
573122,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2011-10-27 16:23:00,1.95,14357,United Kingdom,3.9
557619,22624,IVORY KITCHEN SCALES,1,2011-06-21 13:58:00,8.5,17757,United Kingdom,8.5
539196,72741,GRAND CHOCOLATECANDLE,9,2010-12-16 12:09:00,1.45,18055,United Kingdom,13.049999999999999
556489,21390,FILIGRIS HEART WITH BUTTERFLY,3,2011-06-12 13:59:00,1.25,14704,United Kingdom,3.75
536522,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1,2010-12-01 12:49:00,3.75,15012,United Kingdom,3.75
556809,84997D,CHILDRENS CUTLERY POLKADOT PINK,10,2011-06-14 16:48:00,4.15,17179,United Kingdom,41.5
545411,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-03-02 12:21:00,1.65,16128,United Kingdom,19.799999999999997
580364,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-12-02 16:34:00,4.95,13309,United Kingdom,19.8
572484,22900,SET 2 TEA TOWELS I LOVE LONDON ,3,2011-10-24 13:50:00,3.25,17220,United Kingdom,9.75
556432,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-06-10 13:59:00,1.25,16184,United Kingdom,30.0
577774,22499,WOODEN UNION JACK BUNTING,3,2011-11-21 15:57:00,5.95,16712,United Kingdom,17.85
538094,17084N,FAIRY DREAMS INCENSE ,25,2010-12-09 14:50:00,0.21,13117,United Kingdom,5.25
556042,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-06-08 12:44:00,8.25,14367,United Kingdom,16.5
563808,21156,RETROSPOT CHILDRENS APRON,8,2011-08-19 11:46:00,1.95,12626,Germany,15.6
568202,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-09-25 15:01:00,2.1,15366,United Kingdom,12.600000000000001
566005,22412,METAL SIGN NEIGHBOURHOOD WITCH ,4,2011-09-08 11:56:00,2.1,16426,United Kingdom,8.4
566451,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-09-12 16:14:00,2.08,18069,United Kingdom,8.32
